,Bin,Count,Count (%),Non-event,Event,Event rate,WoE,IV,JS,Feature
10680,-5044.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10681,-14694.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10682,-30276.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10683,-44295.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10684,-6077.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10685,-7964.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10686,-2195.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10687,-29134.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10688,-11712.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10689,-6016.0,1,7.173601147776183e-05,0,1,0.0,0.0,0.0,0.0,TRD_B_02
10690,-3297.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10691,-3729.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10692,-9975.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10693,-8391.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10694,-23848.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10695,-5116.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10696,-12811.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10697,-9712.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10698,-1690.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10699,-7653.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10700,-44723.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10701,-6082.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10702,-15695.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10703,-7166.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10704,-10610.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10705,-2323.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10706,-7050.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10707,-9529.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10708,-6592.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10709,-2799.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10710,-6058.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10711,-1689.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10712,-18414.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10713,-11964.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10714,-3990.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10715,-7655.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10716,-4991.0,2,0.00014347202295552367,2,0,0.0,0.0,0.0,0.0,TRD_B_02
10717,-7425.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10718,-3797.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10719,-10183.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10720,-4958.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10721,-5448.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10722,-12990.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10723,-8037.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10724,-8964.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10725,-3443.0,2,0.00014347202295552367,2,0,0.0,0.0,0.0,0.0,TRD_B_02
10726,-7116.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10727,-1259.0,2,0.00014347202295552367,2,0,0.0,0.0,0.0,0.0,TRD_B_02
10728,-7514.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10729,-13085.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10730,-19146.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10731,-47865.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10732,-1256.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10733,-4689.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10734,-1726.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10735,-1814.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10736,-20866.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10737,-3193.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10738,-11562.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10739,-6835.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10740,-9234.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10741,-4911.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10742,-3609.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10743,-4306.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10744,-8942.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10745,-3627.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10746,-3249.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10747,-7222.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10748,-10057.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10749,-7028.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10750,-5183.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10751,-4391.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10752,-19054.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10753,-9873.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10754,-6097.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10755,-7047.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10756,-10401.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10757,-26084.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10758,-4575.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10759,-15152.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10760,-15919.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10761,-3501.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10762,-3092.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10763,-9124.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10764,-6239.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10765,-7318.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10766,-4345.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10767,-7405.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10768,-18684.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10769,-22932.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10770,-17978.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10771,-14023.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10772,-3594.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10773,-8237.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10774,-7077.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10775,-14272.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10776,-29965.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10777,-12445.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10778,-2224.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10779,-3662.0,2,0.00014347202295552367,2,0,0.0,0.0,0.0,0.0,TRD_B_02
10780,-6764.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10781,-4740.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10782,-13045.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10783,-3435.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10784,-19396.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10785,-4078.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10786,-8380.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10787,-6461.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10788,-39683.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10789,-60227.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10790,-7207.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10791,-7635.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10792,-27241.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10793,-14772.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10794,-2577.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10795,-4530.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10796,-24802.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10797,-4328.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10798,-28663.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10799,-3252.0,2,0.00014347202295552367,2,0,0.0,0.0,0.0,0.0,TRD_B_02
10800,-17021.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10801,-7987.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10802,-4062.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10803,-12740.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10804,-17640.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10805,-12303.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10806,-6844.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10807,-9846.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10808,-16112.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10809,-4759.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10810,-8972.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10811,-19672.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10812,-3313.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10813,-13948.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10814,-1702.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10815,-3949.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10816,-7993.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10817,-9708.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10818,-7830.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10819,-42277.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10820,-11271.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10821,-3656.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10822,-11264.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10823,-13599.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10824,-14835.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10825,-16965.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10826,-3400.0,2,0.00014347202295552367,2,0,0.0,0.0,0.0,0.0,TRD_B_02
10827,-2830.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10828,-16583.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10829,-24225.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10830,-6952.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10831,-2017.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10832,-29821.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10833,-6084.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10834,-15420.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10835,-23334.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10836,-5781.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10837,-11166.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10838,-14085.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10839,-5838.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10840,-4358.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10841,-6353.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10842,-15264.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10843,-9817.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10844,-5263.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10845,-5879.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10846,-12169.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10847,-30929.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10848,-5486.0,2,0.00014347202295552367,2,0,0.0,0.0,0.0,0.0,TRD_B_02
10849,-9759.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10850,-21621.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10851,-9024.0,1,7.173601147776183e-05,0,1,0.0,0.0,0.0,0.0,TRD_B_02
10852,-7743.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10853,-9606.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10854,-4826.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10855,-9959.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10856,-7298.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10857,-18577.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10858,-10628.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10859,-23009.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10860,-3801.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10861,-6036.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10862,-16136.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10863,-11575.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10864,-2537.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10865,-11096.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10866,-5754.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10867,-12716.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10868,-12257.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10869,-33118.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10870,-6119.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10871,-3781.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10872,-5551.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10873,-9106.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10874,-2210.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10875,-4032.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10876,-9262.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10877,-11851.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10878,-4563.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10879,-2822.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10880,-3470.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10881,-14651.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10882,-12725.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10883,-13559.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10884,-5135.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10885,-5178.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10886,-25656.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10887,-9680.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10888,-3992.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10889,-15401.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10890,-34704.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10891,-18789.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10892,-9102.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10893,-5395.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10894,-9055.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10895,-7218.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10896,-6478.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10897,-12329.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10898,-11265.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10899,-5047.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10900,-6863.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10901,-16097.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10902,-9815.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10903,-24778.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10904,-11669.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10905,-1772.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10906,-4195.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10907,-5254.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10908,-14111.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10909,-7971.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10910,-11254.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10911,-22941.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10912,-4302.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10913,-5205.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10914,-11932.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10915,-9454.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10916,-8233.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10917,-6006.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10918,-32050.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10919,-3689.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10920,-9222.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10921,-12709.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10922,-12196.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10923,-3328.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10924,-3235.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10925,-11841.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10926,-24130.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10927,-5741.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10928,-11852.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10929,-18840.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10930,-8342.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10931,-1850.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10932,-14008.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10933,-9622.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10934,-3615.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10935,-16201.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10936,-8990.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10937,-19557.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10938,-15843.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10939,-21417.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10940,-16823.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10941,-25753.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10942,-4253.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10943,-8533.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10944,-12891.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10945,-7778.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10946,-5388.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10947,-2874.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10948,-4986.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10949,-7343.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10950,-8162.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10951,-3380.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10952,-16525.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10953,-23726.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10954,-18874.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10955,-3258.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10956,-14113.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10957,-7059.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10958,-11511.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10959,-12370.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10960,-4832.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10961,-4484.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10962,-1564.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10963,-57299.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10964,-6212.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10965,-6168.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10966,-17019.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10967,-6494.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10968,-3240.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10969,-5312.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10970,-5547.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10971,-27086.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10972,-2568.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10973,-5870.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10974,-10291.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10975,-17772.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10976,-10012.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10977,-8854.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10978,-14183.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10979,-3388.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10980,-16063.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10981,-8211.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10982,-14590.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10983,-4875.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10984,-11153.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10985,-6414.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10986,-4288.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10987,-14053.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10988,-10515.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10989,-23844.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10990,-10111.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_02
10991,-13723.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
10992,-11341.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_02
