,Bin,Count,Count (%),Non-event,Event,Event rate,WoE,IV,JS,Feature
14030,-763.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14031,-685.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14032,-562.0,2,0.00014347202295552367,2,0,0.0,0.0,0.0,0.0,TRD_B_36
14033,-833.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14034,-612.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14035,-1795.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14036,-88.0,13,0.0009325681492109039,13,0,0.0,0.0,0.0,0.0,TRD_B_36
14037,-413.0,3,0.0002152080344332855,3,0,0.0,0.0,0.0,0.0,TRD_B_36
14038,-671.0,2,0.00014347202295552367,2,0,0.0,0.0,0.0,0.0,TRD_B_36
14039,-802.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14040,-651.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14041,-428.0,2,0.00014347202295552367,2,0,0.0,0.0,0.0,0.0,TRD_B_36
14042,-1008.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14043,-341.0,6,0.000430416068866571,6,0,0.0,0.0,0.0,0.0,TRD_B_36
14044,-701.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14045,-1498.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14046,-362.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14047,-970.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14048,-473.0,3,0.0002152080344332855,3,0,0.0,0.0,0.0,0.0,TRD_B_36
14049,-665.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14050,-1132.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14051,-591.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14052,-528.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14053,-391.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14054,-384.0,4,0.00028694404591104734,4,0,0.0,0.0,0.0,0.0,TRD_B_36
14055,-614.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14056,-476.0,4,0.00028694404591104734,4,0,0.0,0.0,0.0,0.0,TRD_B_36
14057,-775.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14058,-885.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14059,-414.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14060,-544.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14061,-767.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14062,-518.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14063,-882.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14064,-952.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14065,-979.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14066,-1350.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14067,-519.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14068,-570.0,2,0.00014347202295552367,2,0,0.0,0.0,0.0,0.0,TRD_B_36
14069,-1376.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14070,-904.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14071,-720.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14072,-828.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14073,-2974.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14074,-747.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14075,-616.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14076,-785.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14077,-560.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14078,-842.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14079,-1399.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14080,-1408.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14081,-2063.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14082,-1997.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14083,-578.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14084,-433.0,2,0.00014347202295552367,2,0,0.0,0.0,0.0,0.0,TRD_B_36
14085,-242.0,7,0.0005021520803443328,7,0,0.0,0.0,0.0,0.0,TRD_B_36
14086,-2035.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14087,-1351.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14088,-464.0,4,0.00028694404591104734,4,0,0.0,0.0,0.0,0.0,TRD_B_36
14089,-679.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14090,-547.0,3,0.0002152080344332855,3,0,0.0,0.0,0.0,0.0,TRD_B_36
14091,-653.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14092,-604.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14093,-461.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14094,-353.0,2,0.00014347202295552367,2,0,0.0,0.0,0.0,0.0,TRD_B_36
14095,-912.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14096,-806.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14097,-686.0,2,0.00014347202295552367,2,0,0.0,0.0,0.0,0.0,TRD_B_36
14098,-3643.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14099,-352.0,3,0.0002152080344332855,3,0,0.0,0.0,0.0,0.0,TRD_B_36
14100,-235.0,13,0.0009325681492109039,13,0,0.0,0.0,0.0,0.0,TRD_B_36
14101,-2238.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14102,-522.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14103,-419.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14104,-759.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14105,-1168.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14106,-927.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14107,-568.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14108,-1096.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14109,-452.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14110,-637.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14111,-509.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14112,-628.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14113,-834.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14114,-992.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14115,-449.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14116,-870.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14117,-548.0,2,0.00014347202295552367,2,0,0.0,0.0,0.0,0.0,TRD_B_36
14118,-640.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14119,-1401.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14120,-722.0,3,0.0002152080344332855,3,0,0.0,0.0,0.0,0.0,TRD_B_36
14121,-936.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14122,-448.0,2,0.00014347202295552367,2,0,0.0,0.0,0.0,0.0,TRD_B_36
14123,-559.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14124,-291.0,6,0.000430416068866571,6,0,0.0,0.0,0.0,0.0,TRD_B_36
14125,-1948.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14126,-569.0,2,0.00014347202295552367,2,0,0.0,0.0,0.0,0.0,TRD_B_36
14127,-494.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14128,-954.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14129,-773.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14130,-444.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14131,-515.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14132,-1390.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14133,-1481.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14134,-883.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14135,-1252.0,2,0.00014347202295552367,2,0,0.0,0.0,0.0,0.0,TRD_B_36
14136,-1258.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14137,-879.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14138,-1504.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14139,-715.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14140,-496.0,2,0.00014347202295552367,2,0,0.0,0.0,0.0,0.0,TRD_B_36
14141,-831.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14142,-1109.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14143,-694.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14144,-984.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14145,-895.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14146,-964.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14147,-739.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14148,-957.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14149,-572.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14150,-1769.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14151,-918.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14152,-551.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14153,-421.0,3,0.0002152080344332855,3,0,0.0,0.0,0.0,0.0,TRD_B_36
14154,-971.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14155,-855.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14156,-1311.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14157,-790.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14158,-930.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14159,-298.0,2,0.00014347202295552367,2,0,0.0,0.0,0.0,0.0,TRD_B_36
14160,-1445.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14161,-913.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14162,-418.0,2,0.00014347202295552367,2,0,0.0,0.0,0.0,0.0,TRD_B_36
14163,-727.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14164,-1437.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14165,-556.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14166,-1506.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14167,-1336.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14168,-5074.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14169,-1908.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14170,-799.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14171,-407.0,3,0.0002152080344332855,3,0,0.0,0.0,0.0,0.0,TRD_B_36
14172,-593.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14173,-2373.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14174,-1858.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14175,-1050.0,2,0.00014347202295552367,2,0,0.0,0.0,0.0,0.0,TRD_B_36
14176,-1165.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14177,-624.0,2,0.00014347202295552367,2,0,0.0,0.0,0.0,0.0,TRD_B_36
14178,-1169.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14179,-1080.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14180,-667.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14181,-610.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14182,-1224.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14183,-1057.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14184,-1063.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14185,-756.0,2,0.00014347202295552367,2,0,0.0,0.0,0.0,0.0,TRD_B_36
14186,-675.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14187,-777.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14188,-7218.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14189,-603.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14190,-325.0,7,0.0005021520803443328,6,1,0.14285714285714285,-1.6532438496378785,0.0031015470771646,0.0003488123350381882,TRD_B_36
14191,-853.0,3,0.0002152080344332855,3,0,0.0,0.0,0.0,0.0,TRD_B_36
14192,-395.0,3,0.0002152080344332855,3,0,0.0,0.0,0.0,0.0,TRD_B_36
14193,-965.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14194,-724.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14195,-728.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14196,-1182.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14197,-627.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14198,-713.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14199,-3363.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14200,-725.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14201,-1245.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14202,-849.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14203,-786.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14204,-563.0,2,0.00014347202295552367,2,0,0.0,0.0,0.0,0.0,TRD_B_36
14205,-585.0,3,0.0002152080344332855,3,0,0.0,0.0,0.0,0.0,TRD_B_36
14206,-794.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14207,-588.0,2,0.00014347202295552367,2,0,0.0,0.0,0.0,0.0,TRD_B_36
14208,-916.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14209,-1643.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14210,-1013.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14211,-589.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14212,-1135.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14213,-454.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14214,-2882.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14215,-803.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14216,-1284.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14217,-681.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14218,-462.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14219,-710.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14220,-561.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14221,-2356.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14222,-2101.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14223,-486.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14224,-809.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14225,-910.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14226,-2197.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14227,-1029.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14228,-705.0,2,0.00014347202295552367,2,0,0.0,0.0,0.0,0.0,TRD_B_36
14229,-1405.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14230,-552.0,2,0.00014347202295552367,2,0,0.0,0.0,0.0,0.0,TRD_B_36
14231,-611.0,2,0.00014347202295552367,1,1,0.5,-3.4450033188659335,0.00773803172279384,0.0006646657481647485,TRD_B_36
14232,-1041.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14233,-692.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14234,-762.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14235,-1009.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14236,-526.0,3,0.0002152080344332855,3,0,0.0,0.0,0.0,0.0,TRD_B_36
14237,-1111.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14238,-891.0,2,0.00014347202295552367,2,0,0.0,0.0,0.0,0.0,TRD_B_36
14239,-877.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14240,-698.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14241,-327.0,4,0.00028694404591104734,4,0,0.0,0.0,0.0,0.0,TRD_B_36
14242,-968.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14243,-914.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14244,-683.0,2,0.00014347202295552367,2,0,0.0,0.0,0.0,0.0,TRD_B_36
14245,-427.0,2,0.00014347202295552367,2,0,0.0,0.0,0.0,0.0,TRD_B_36
14246,-553.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14247,-645.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14248,-2131.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14249,-741.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14250,-535.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14251,-1462.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14252,-687.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14253,-646.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14254,-1056.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14255,-1026.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14256,-691.0,3,0.0002152080344332855,3,0,0.0,0.0,0.0,0.0,TRD_B_36
14257,-4265.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14258,-733.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14259,-962.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14260,-682.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14261,-668.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14262,-903.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14263,-1161.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14264,-2992.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14265,-577.0,2,0.00014347202295552367,2,0,0.0,0.0,0.0,0.0,TRD_B_36
14266,-1208.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14267,-851.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14268,-1325.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14269,-566.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14270,-1423.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14271,-394.0,2,0.00014347202295552367,2,0,0.0,0.0,0.0,0.0,TRD_B_36
14272,-1047.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14273,-886.0,2,0.00014347202295552367,2,0,0.0,0.0,0.0,0.0,TRD_B_36
14274,-770.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14275,-946.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14276,-776.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14277,-1648.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14278,-1486.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14279,-1615.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14280,-584.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14281,-676.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14282,-1213.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14283,-1626.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14284,-1146.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14285,-787.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14286,-1138.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14287,-606.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14288,-1167.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14289,-1217.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14290,-1101.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14291,-1519.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14292,-943.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14293,-850.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14294,-740.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14295,-1461.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14296,-517.0,2,0.00014347202295552367,2,0,0.0,0.0,0.0,0.0,TRD_B_36
14297,-1049.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14298,-643.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14299,-677.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14300,-1704.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14301,-498.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14302,-902.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14303,-878.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14304,-3437.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14305,-512.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14306,-1034.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14307,-2535.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14308,-858.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14309,-706.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14310,-982.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14311,-1554.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14312,-596.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14313,-639.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14314,-1364.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14315,-546.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14316,-666.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14317,-1201.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14318,-608.0,2,0.00014347202295552367,2,0,0.0,0.0,0.0,0.0,TRD_B_36
14319,-1076.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14320,-635.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14321,-1220.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14322,-925.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14323,-2220.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14324,-383.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14325,-2137.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14326,-1035.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14327,-1156.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14328,-795.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14329,-839.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14330,-868.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14331,-836.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14332,-1045.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14333,-451.0,3,0.0002152080344332855,3,0,0.0,0.0,0.0,0.0,TRD_B_36
14334,-1087.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
14335,-887.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14336,-745.0,0,0.0,0,0,0.0,0.0,0.0,0.0,TRD_B_36
14337,-829.0,1,7.173601147776183e-05,1,0,0.0,0.0,0.0,0.0,TRD_B_36
